3363,2817
106,3639
2276,1142
1305,3057
2403,1390
2826,1035
2899,209
3378,3424
2791,1891
1472,1450
891,3784
91,3143
1315,2196
348,2730
1608,840
472,509
898,636
2473,1472
2667,1108
899,1875
3216,541
130,2676
3923,2712
2266,3807
1290,229
2773,212
3370,2913
1500,2790
1170,3131
1471,892
3610,1194
3083,1304
441,156
1327,1501
520,2607
2356,2730
959,393
1677,3648
304,3323
2140,404
3372,3335
3545,1926
715,840
3832,385
2579,3431
3565,551
3028,2072
149,1533
3540,1605
3084,734
2899,2332
3721,63
1423,2312
1780,477
1770,1763
355,889
2804,1428
1904,282
2505,2249
3725,3848
2264,212
2410,2829
486,2246
2901,2813
763,417
1120,336
3445,1832
1608,518
3658,1913
2436,3752
122,776
3512,1980
3260,2303
343,2971
91,3854
683,1488
1518,3831
2275,1911
1506,2977
1253,737
3284,2730
3272,2654
3452,2937
1875,2280
1261,217
3432,2218
3510,2159
3924,2791
474,1150
694,1709
753,806
552,3144
2843,3064
2152,91
219,1638
917,1291
1777,852
2088,3488
549,1934
1750,1326
541,285
800,3182
2843,3403
801,643
99,701
1836,1195
517,180
2035,3733
1937,3367
2502,2183
2619,782
3681,3363
709,1058
6,1400
218,1065
3050,2558
3692,3050
2031,1921
2617,3409
2699,2296
2122,1150
3092,616
865,2551
801,245
3105,534
486,1963
2693,1017
547,3425
2353,111
260,3029
336,559
477,2022
89,2234
288,779
3669,1397
1147,2071
1634,3659
864,2551
1625,2986
3260,3513
517,1615
1921,2025
875,2889
3714,373
3832,3539
2097,2453
1294,1170
1747,180
3743,1869
3752,1126
3713,1684
2842,517
1212,1373
1605,1035
3870,1958
3169,1170
1219,1618
2256,325
2142,1217
2804,2160
3638,234
2003,1668
1565,2302
2242,642
130,901
184,3272
2858,1477
2609,205
1513,875
3279,3270
3672,2459
571,3097
1702,2872
2945,2950
3856,2356
789,3088
130,1927
3371,35
2732,571
1869,2324
1684,2770
111,565
2909,3409
3095,3254
827,2042
2228,3213
1907,3774
2855,3856
2054,3168
2195,1646
1217,2943
1451,1208
1771,897
2012,3356
1434,2030
3105,2110
518,2038
1733,1907
2718,2752
2889,3346
1940,229
1771,107
1311,3375
156,502
55,3703
3856,396
950,128
122,2234
2661,2459
660,3306
1894,3281
3415,2413
3785,22
491,344
477,1317
2630,2502
1235,939
1889,3775
2520,2771
3304,3621
899,1009
3670,3659
2436,2502
2899,474
1363,988
1556,2450
1564,964
2538,2750
3765,3578
1299,3088
2315,2843
3159,850
2555,1955
2444,3002
2502,734
842,1198
701,357
3389,3500
477,3811
3610,327
100,1003
2937,3539
335,130
1306,2031
979,1337
1664,2843
3042,2121
3669,3284
3195,3018
1288,3034
2538,687
2072,1279
1438,2700
2742,2419
3018,1084
906,280
3158,1239
417,2989
737,1119
2813,3848
396,2197
1007,1741
1451,2413
2364,3607
1964,1921
3718,1095
1064,2335
982,3097
384,386
3838,2686
1543,1824
3727,886
1327,3470
2208,2379
3367,385
1802,2082
2713,494
1003,546
2170,1750
3461,2180
2560,1855
729,1298
741,130
1709,1450
2936,3280
1194,1107
3375,3459
2246,3756
3368,316
979,122
3252,2659
2748,3792
2642,1763
2903,111
2982,2578
1763,976
3490,282
3507,1246
2597,1170
2237,3324
3789,1859
2938,3852
2154,3405
2425,2774
1668,282
63,1641
3788,2853
89,2160
1503,2246
1239,1715
1445,2642
961,523
2943,2277
2659,1862
342,1551
1092,968
3375,1147
1444,2263
2826,3055
2788,727
1854,1723
3573,564
2756,1356
3172,1503
2444,2126
206,3252
3146,422
2659,3439
982,1079
3075,695
2665,1450
3745,2310
3177,3868
3003,737
464,1219
464,1772
14,3560
642,2310
1538,486
1390,3565
1950,2264
3880,3848
2693,3705
2930,539
3255,3002
1853,2578
162,3367
3331,2413
217,3283
3618,3566
100,3103
3657,3801
2031,2168
1149,2943
1166,487
721,779
304,3021
1859,2965
2875,2712
1619,1321
1127,2003
2333,3347
3810,3021
2949,2289
2453,897
2507,1003
2299,464
808,3403
2332,2431
1700,325
3721,2160
464,1588
3539,1566
3371,674
2625,2421
737,973
3828,1581
1214,2932
472,3663
183,130
285,1060
894,2578
3572,3046
1907,2655
1331,2631
2548,2889
2660,2450
853,130
3093,169
3658,313
1236,3752
2132,351
2323,708
3278,3213
3321,2665
3293,702
1964,888
1477,709
3016,284
1838,3272
1256,2319
24,3233
1669,3025
2930,683
2722,3252
3290,1327
1972,2780
3311,1170
3064,1631
3255,3072
2547,427
2160,2057
706,2180
3367,3681
3284,2300
2915,2425
3213,486
1127,2356
2762,1618
986,595
3667,1359
864,532
3445,3516
1259,2551
2715,2856
2281,1303
1779,2655
229,1769
2443,2161
1836,2158
851,385
3472,1003
2974,2507
2523,2450
291,1421
3629,3898
3817,313
3718,3610
3410,1329
1437,3426
1273,2521
3333,1076
2655,1637
1703,123
1964,3458
2196,2914
472,3324
801,1573
2289,3705
3046,1339
2475,2552
2415,1894
2748,1622
2871,737
3718,2480
3255,2655
1384,1783
2712,1450
2665,1510
787,1168
2877,1146
1508,2957
3414,55
3019,1451
2459,1506
3143,2697
2424,2226
2413,399
1954,3828
2624,3739
2712,465
29,1683
2069,1207
2722,3356
2774,2711
2826,1889
1168,3491
693,59
1192,3135
3899,3883
3370,1366
1136,522
3335,1102
2843,747
2496,1503
1374,2319
3454,581
1930,3224
2246,699
1619,956
486,3431
3756,2426
2543,686
310,1310
58,997
3363,396
2213,850
1550,3740
2677,1700
3752,2654
2940,810
3102,3131
2655,1261
2509,2543
2122,3409
38,3496
3116,955
3280,986
325,894
122,3365
348,720
875,3255
2655,737
106,2835
460,2922
2481,1212
3192,1312
1305,891
173,3401
917,1608
3307,2314
2602,2808
461,2621
427,2862
2986,2610
1493,3335
3314,215
3629,3656
404,396
417,1514
355,950
873,704
1921,1719
930,2313
1655,373
3671,1280
55,3554
2877,2720
2565,2669
1633,3303
357,2718
3034,595
876,2056
2292,3367
2965,55
309,796
1034,2683
1428,1288
2021,1719
3617,3028
890,1029
3367,3898
3705,758
3587,3459
2475,223
875,2864
803,1003
3091,581
3280,3473
2310,3773
3029,2475
1826,3365
2313,1429
1786,162
2169,2669
3729,1535
3426,304
2124,851
2638,2466
2578,1028
740,3276
1011,737
2180,2431
1414,2763
1310,1927
1825,547
1743,2312
3486,2543
3368,2922
2170,863
2915,3272
1859,2445
288,853
465,1625
215,3255
3890,1127
1032,2072
3692,1728
373,1211
930,1585
523,1564
1077,3142
1478,3103
230,3830
2057,1958
3660,787
2913,3541
3283,2817
3095,396
2056,1689
3191,1314
2237,2982
325,1465
3240,3482
1391,1843
3546,2989
2760,3666
3752,921
364,1999
3001,2246
3797,2246
983,1034
1852,3019
134,2507
181,2407
149,1962
720,2898
1972,2774
1472,2509
256,167
2053,2578
1107,1120
1561,842
3029,464
2972,3101
3788,2234
1195,737
122,394
3382,130
2178,1425
1035,39
3731,3539
1982,832
2745,2804
1202,3743
1698,3493
2515,3372
2072,2027
3457,3261
131,518
3213,720
207,1844
1538,2551
3439,2229
2861,1244
891,1594
1311,1218
3729,2143
2460,697
3705,3486
409,850
2072,711
373,2311
1497,238
2257,922
1842,1180
2443,3801
1498,2213
3314,2344
99,1174
3372,2683
706,373
675,801
3002,2876
2353,2540
3740,1021
3445,973
1105,3566
247,3869
551,2235
976,1751
2774,1926
2881,1625
1771,1253
3425,1390
1345,1198
2038,1401
1999,2507
1588,3196
22,1491
1566,2178
373,3356
1477,444
243,3345
2246,2257
1366,1713
3760,3607
2038,1181
2481,2711
159,3272
974,3211
3367,1096
1947,3206
2494,2871
1216,874
2899,808
2276,1398
256,2218
2630,3345
2069,3695
2295,2475
1875,1527
1150,2462
255,1310
711,1329
3261,171
1686,3457
3309,1804
6,1601
3554,2899
1132,2613
2443,3029
1170,3741
355,282
2310,1328
1971,2322
335,679
2522,2313
1836,1414
2966,3760
660,464
206,2736
1595,2567
740,1345
153,3797
1838,1715
2983,408
789,754
2275,2315
2502,2735
3588,1150
1693,552
1886,1150
111,3213
1900,3614
1677,827
2271,3192
3828,3830
570,493
3594,1174
2128,2842
393,2137
2718,2815
1733,91
503,2236
3376,986
935,1360
926,482
1882,3324
3004,2536
2466,517
2450,3783
1118,3046
2867,1390
2444,1438
641,2072
2631,2031
3165,3523
511,1062
701,493
2843,3092
1337,2246
2790,1907
2646,2371
3375,3175
63,1653
552,1711
1521,1705
486,2237
2760,3778
3200,501
1875,1147
3243,130
1326,3730
3756,3789
2088,3272
699,472
3868,1966
2723,3387
2722,1211
581,786
2684,649
357,3718
1875,396
260,2054
2085,1470
2788,2425
1090,2680
484,3790
2477,3227
417,392
1729,1951
1264,1568
46,3461
2524,1793
695,1246
2714,2662
4,3604
385,805
3601,981
313,1503
122,190
1477,22
1313,1527
3356,3204
2551,1585
2843,1421
1689,361
2870,2773
2702,801
2057,471
1438,3754
1493,683
2332,3670
801,1411
1147,1092
2597,2512
1168,2823
1153,623
1155,916
1029,1168
3018,3703
468,1753
2578,3640
2538,198
470,256
3582,1550
2251,639
3263,1643
3516,2563
2642,3890
2385,897
3892,58
1280,2574
1160,398
229,3329
3622,948
3497,122
320,2567
1474,2074
259,608
1336,313
3131,269
1064,439
3861,482
526,1432
3632,789
1900,2018
3907,2621
3658,2338
2745,304
2501,2659
393,2249
2513,540
311,2683
2551,417
1219,3569
2522,3205
1964,1520
1456,1980
2183,1618
2234,2158
2361,3705
313,981
2259,779
3069,973
1555,2748
2780,3018
2305,157
393,3195
3286,3829
1700,1428
1689,1429
2160,1384
2132,1127
177,2515
2778,2602
3624,3825
2742,3432
305,2982
2540,2373
1370,1944
1907,2884
3475,2889
2737,1964
283,2752
1366,3004
933,1786
2295,2350
2132,1204
3715,2380
2288,2983
2771,2044
1174,1550
628,3132
309,737
982,899
3276,1734
2612,3021
204,1327
2579,308
2826,2168
1246,3755
2246,1712
2971,1836
1901,3255
3172,2010
1836,3519
2655,3145
3588,1708
706,3891
803,4
306,1689
765,2826
2445,1366
502,2408
1204,2686
461,3106
2662,402
2184,1425
3143,2088
2355,3539
1770,789
3748,1603
3752,3106
1044,2816
1147,1168
2190,2642
1107,1907
189,1608
2718,2741
3909,1505
2808,2850
3023,2864
3250,1266
2891,1450
1701,2582
3075,720
2022,2317
2443,1796
3789,534
2922,1107
160,1198
406,63
754,552
1329,960
2996,1366
1320,810
461,2908
1456,666
540,3828
1789,342
2234,1619
3891,552
1267,2275
2826,2851
2022,2169
786,260
3155,220
3382,1836
2443,150
2544,1277
14,3405
955,1451
3765,1165
2563,2602
2387,322
874,906
635,3522
499,593
1267,2264
158,3592
3261,1464
517,2505
3566,2943
2752,3907
3513,3907
2038,2444
2881,3754
2067,1499
1700,1410
362,1573
1357,1337
517,3509
2833,2160
1750,1921
2784,2683
3822,1049
2423,423
3610,254
3106,1771
2703,3182
2091,3188
308,1677
3190,38
2178,1198
529,709
1195,897
2312,157
1418,1486
438,215
1500,2327
1719,1123
2255,229
2528,3705
982,628
3539,2312
3907,218
1613,3610
1068,551
3324,3629
570,3567
3843,2178
1980,3914
3146,3043
3426,1312
3254,2439
3322,2820
229,1035
2792,3195
1748,1195
3697,2022
436,3018
3097,2145
1202,782
1467,3912
2951,1845
2923,470
3029,1751
1883,1059
3063,3146
1812,2323
1369,3766
980,864
392,2817
3669,2213
286,3920
668,1352
795,2971
1824,1763
3209,1589
1779,1836
3706,628
1894,385
1109,830
1390,1520
3092,1133
149,3653
3073,305
1810,2922
3723,31
2443,2130
3149,2867
2543,3209
2704,3658
1478,2430
765,2642
1456,2502
3835,2843
1034,1845
2203,373
2311,2730
1498,3718
2022,2464
2178,399
2730,2119
2344,219
3648,3761
2889,3414
3159,2843
70,3789
3254,3562
1220,2736
2367,1574
1778,2861
1363,3756
1859,2234
2712,1615
2218,917
449,1207
3416,3632
1947,3256
1368,986
1693,3824
2128,552
2704,545
2083,1421
3280,283
796,1108
1804,2813
3044,3105
2966,1999
2223,1725
445,327
2633,1216
59,2551
2126,1361
468,2188
1451,801
1786,1867
512,3532
2038,1594
207,1085
1095,2153
1170,1168
1003,1692
3808,1138
1790,2706
804,1712
1166,3755
2889,1890
2073,2538
3567,477
1438,2380
2003,701
2475,149
1506,2603
2843,1689
543,1845
2618,3301
2383,1395
3391,1266
183,3610
3721,1216
2659,3209
2913,2903
3167,2522
1107,1761
3670,727
3646,3518
2858,142
313,2426
3097,1560
219,1878
2899,556
333,2313
3272,2679
2523,2642
1500,1494
3765,3587
927,999
559,111
1907,98
674,2341
3158,1320
3382,1082
2602,2106
990,2793
3004,732
1062,2278
173,1549
3607,27
1428,1569
2952,3075
1291,1719
771,1418
3414,2450
732,1921
3372,955
2367,187
666,3901
2836,2344
1216,3260
2728,355
229,2693
2324,1204
149,3820
1556,1062
2922,981
177,3367
2231,122
1384,2264
3426,3356
1425,2001
3240,3028
3150,547
58,3550
3659,2889
595,2178
2501,2845
2260,2153
2208,1329
3757,1963
990,2358
3138,2158
3646,1034
76,2619
560,2826
2829,2654
2659,388
2521,2005
2856,1829
3797,1217
1555,3821
860,3192
2094,860
1109,791
624,3375
3194,1754
406,1677
1889,2166
2415,2033
3629,3522
2679,1428
1366,3104
1724,3378
169,2184
839,1702
1999,2429
2093,3307
2246,1845
3222,55
3788,3882
1914,1390
2383,1836
2788,171
2246,2255
2444,2624
3643,1708
2178,866
2822,2057
386,3590
3426,1585
3861,771
451,666
1121,3235
1528,1619
2188,1701
373,2535
2153,906
1125,279
2531,3490
111,3345
2492,3034
3376,1170
260,2605
1496,3540
1668,3356
2114,2747
2218,1836
3200,551
2196,360
3634,2443
779,1019
229,2333
840,2848
3064,1147
3331,3624
1882,3874
3610,2505
541,1235
1836,2184
374,732
1832,1646
1503,2354
1992,836
776,2159
690,2009
1344,2270
1311,763
2762,2696
3319,517
1019,2788
1403,204
2344,3785
2264,527
2459,3498
1926,3431
1619,2439
3532,1730
3584,3199
1155,1677
133,3200
3718,2068
939,3058
1186,430
47,1777
3278,3143
2430,1292
2762,2295
399,140
2102,2730
2353,2683
757,3146
2178,1324
1544,3105
404,2475
747,1626
2870,1043
3112,3305
1804,3406
2093,1019
419,581
163,3610
293,2178
801,3263
3736,759
3382,2819
282,3231
122,3576
2246,343
282,417
2915,801
2791,2311
2551,3452
3912,2003
899,2290
3158,1708
808,2551
2736,1604
2314,132
2322,1107
2875,1121
1127,3757
863,636
3272,2105
842,1980
2373,3250
507,82
265,2620
2712,1506
709,3072
921,2450
1608,1211
1601,1619
1230,674
1882,2313
2413,2543
1781,1589
171,782
2573,3829
3028,449
1999,2493
2122,1836
3713,3279
2877,63
217,2683
2728,2072
1503,1844
1677,560
2913,3413
3435,3356
3707,3426
1268,694
1336,1003
1009,361
3580,2466
2423,1219
1390,1744
1437,2069
1966,732
3132,111
1384,3474
1310,529
3304,694
3375,1375
207,2700
3609,409
916,1796
2610,1565
3765,2027
2804,1845
2756,2322
2730,3480
2630,2799
3601,1911
2300,977
3610,3272
3607,1906
3322,2201
156,933
776,1125
1550,36
581,1456
3245,373
14,1543
3260,3415
2715,207
3150,392
2908,3566
2696,1556
959,478
3685,2940
323,3882
3641,2748
2727,1471
2462,1451
1246,436
2752,2255
1619,3546
2578,2501
1456,62
3337,1107
3557,2656
2132,3033
860,1859
3367,2855
1541,2170
1471,1650
1329,1572
3228,1441
3192,3363
865,3640
519,2130
1912,2584
1381,195
2996,817
2693,1730
2822,1130
660,3410
415,1136
2907,1310
2712,523
1906,3527
511,699
1958,131
1879,949
386,3413
2038,3780
1082,2117
2693,2178
2817,1366
779,3902
361,324
2159,791
2706,2876
167,732
2552,2444
517,1911
2931,2683
393,1608
1053,3146
916,361
131,1363
1461,1677
746,3075
3104,238
3478,3395
2461,2567
2535,3505
1824,3260
417,305
2858,1744
789,982
3046,429
1898,1798
1836,905
2855,2518
2406,158
1298,1914
3029,2871
551,141
1792,2683
2028,1494
406,1832
3461,1719
779,2518
1310,469
2450,3235
3019,3457
3004,3523
1320,113
1556,2208
169,3235
3821,651
846,3082
1712,1321
789,3785
2551,1121
2642,997
364,3792
1892,981
759,660
1162,3167
1786,2128
548,472
3589,1700
1689,1397
357,1268
853,3228
2935,3213
1638,454
2160,2774
3852,1999
2278,2850
2085,1310
2693,3280
2660,1619
3765,313
439,932
1216,3821
2057,694
2510,2752
824,129
2953,2659
2379,988
170,1608
3461,1150
2867,22
886,2166
2271,2617
879,1080
325,48
462,815
552,695
3414,571
1788,3001
906,2300
1050,1620
2159,539
2178,1202
1084,2922
3431,1964
2003,3600
2420,3159
2510,3669
2502,2851
2858,2704
735,436
517,1476
130,1730
1107,1356
3367,1290
848,1999
3882,727
2965,444
1042,477
122,1594
846,3146
959,373
1058,2264
2073,2313
65,2103
35,1909
1543,2153
325,3705
1790,1050
1815,472
1712,1163
3539,2288
1418,2908
2676,3924
1126,1287
183,2718
2218,1353
3035,695
1601,735
1127,880
3137,1253
3704,169
2741,817
215,1379
334,585
1788,1298
3191,3500
2039,3717
472,624
2072,170
786,2480
1164,1796
2870,461
1486,735
660,1921
2031,1048
864,1310
690,3629
850,3483
2719,313
3912,3105
288,2655
3347,3441
517,1032
1859,3721
3421,577
2444,3470
2180,2057
3913,128
3703,2661
1906,3539
3862,1723
2055,1544
3716,1175
1521,2364
3402,3807
1433,162
3111,2103
3340,1126
3843,1268
2982,2823
2823,78
3089,3277
3730,3907
2450,684
3914,3356
1952,3426
3335,2353
1218,1700
2184,617
962,3853
3338,3221
415,882
3038,3854
851,461
742,3810
304,3843
1750,1821
1619,679
962,3272
3814,2578
3853,3527
883,2362
2762,810
2009,3566
3856,229
2118,3566
1729,313
2574,2659
478,2515
2870,2481
3313,1150
3272,858
2884,814
3367,2814
2460,2114
684,1496
2045,1219
2191,3345
2709,162
735,3016
610,1458
3208,444
2452,2169
1585,1913
3273,3339
2121,961
2551,1715
3752,1165
1909,205
313,2159
2823,671
897,2536
3260,1569
1395,801
3443,732
1917,3589
1239,2720
2364,2812
180,836
3850,112
1427,2748
789,2314
1438,3430
1715,2435
257,260
779,1345
477,2191
2501,1207
484,1299
35,3046
304,3243
846,2826
2391,98
215,2502
2610,864
2625,3149
1737,2551
2847,3084
1109,803
765,343
581,2615
2730,177
1298,308
3728,1954
3365,789
509,801
2889,1314
2475,666
2542,3760
3741,3304
1212,1095
411,2450
905,2877
3907,55
1045,2413
3617,750
3309,2403
3606,2713
1107,1471
1608,2118
1702,2003
91,2385
384,3311
3527,1900
3362,679
683,288
212,693
3158,1825
611,282
3844,1311
1650,52
3105,2423
759,80
1391,2469
2898,1405
1643,146
690,150
886,1729
1859,3263
2858,2543
2794,1149
2899,2459
3880,63
219,1265
2247,1810
2007,3109
94,1771
3867,1999
1962,3607
1025,539
3441,3367
3028,2712
2831,1158
162,2075
2275,2025
2655,1036
551,3087
171,3228
2877,3830
3470,1545
3001,707
3761,2009
666,2985
1246,454
801,3297
3557,3871
1880,158
3313,3854
3204,1869
3785,595
3868,562
333,2348
1083,2249
1107,2949
1901,1133
3615,3853
1390,1230
2420,1374
2042,256
1130,58
3375,1844
733,2762
3278,2855
1338,1917
324,373
454,709
3059,2610
2909,3368
1202,2857
2142,3095
2601,1363
2038,762
3566,2920
730,743
1418,776
525,2160
1999,333
2684,396
1913,2731
2278,325
1763,1649
3847,1324
1779,3820
709,1036
709,1083
2480,2332
3477,3518
1079,58
2645,2213
1959,906
3601,517
3050,91
928,2683
2602,3175
1476,1298
981,2762
282,2313
3904,821
1526,2831
2094,1166
2109,1875
2563,2637
3464,3609
2240,1030
417,3797
2683,327
2952,1750
3228,1917
2543,2028
2762,1147
1974,732
959,1890
1980,2124
3731,3001
517,1163
3029,2246
1673,3135
3556,1451
2693,2118
2823,212
1329,71
1288,732
3894,361
386,1700
2397,3883
3263,1520
391,2433
1003,2326
3345,1712
2377,2507
2731,866
1999,3621
3324,1298
1150,3648
3474,3395
1123,2543
3163,973
1311,3200
3705,541
1486,453
971,581
2376,362
2633,3367
1307,2249
3656,2413
2159,1465
3610,1149
2249,2003
1836,940
842,1126
3507,2197
313,3136
63,3743
1400,3208
786,1363
709,2827
3629,1476
2408,3014
1141,3895
13,111
3209,3790
1035,955
180,1126
313,853
3601,2424
2863,810
361,2784
1150,38
1734,2659
2485,1194
976,2850
1390,3096
3426,3242
3213,663
2436,325
1829,342
2791,720
3790,897
1758,100
130,355
1166,471
1554,903
693,3486
325,1507
67,3646
3278,1914
1307,3461
2922,3757
763,1836
3163,399
1339,1170
1428,1192
844,732
1216,1665
2502,2823
3898,75
59,2922
245,2031
1985,3696
805,1911
1836,2292
1669,129
4,2518
2721,1
1637,3607
1754,1032
3452,1215
1673,3044
1510,3254
2140,1891
997,3001
2180,1160
1284,459
3703,3833
2163,178
2509,2397
763,545
3785,2813
2683,325
3590,1137
2578,1649
782,2788
2444,3149
3159,1619
3250,3284
2804,2102
3372,3280
2169,2159
1706,22
3272,3044
1367,2790
1133,3843
2659,2404
2791,1729
373,2712
2922,3395
1107,1763
2128,3367
204,2372
2030,2292
3771,3752
1548,2180
2042,1711
2101,3587
3331,1531
3209,765
2637,2159
1268,1340
260,2668
735,2178
1003,2124
3046,3845
3130,204
3466,512
1035,1715
1062,3848
353,3672
1073,31
3600,3018
1712,1930
2038,2903
2746,1658
1583,1107
1938,1039
2424,1502
1105,2072
2218,2038
1677,3023
2642,2038
2877,385
2621,2498
122,3254
1508,2443
2246,1836
1875,229
2195,1958
67,630
1584,2443
889,2462
2507,3068
571,1911
920,2659
571,1476
527,3752
997,690
531,2590
2295,3191
3539,3741
465,1477
2231,3785
3663,396
3480,1750
2718,2272
3919,3263
927,368
1320,313
207,371
346,732
3235,323
471,3410
1293,1761
283,2624
2140,1844
1289,2603
2543,2003
83,2385
2130,3518
3147,2242
2912,1062
1407,2153
3774,2993
541,3539
2540,1012
2903,494
3554,982
2915,3200
3060,1044
761,3335
1763,2450
